CV Input,Rating
"Education: Bachelors of Computer Science at GIKI, Experience: Worked for 5 years at Systems Limited, GPA: 2.29, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 2 years at Techlogix, GPA: 3.03, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: BS in Data Science at Comsats, Experience: Worked for 8 years at Techlogix, GPA: 2.63, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: MS in Computer Science at GIKI, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.0, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: BS in Data Science at FAST, Experience: Worked for 0 years at ABC Soft, GPA: 3.56, Skills: HTML, CSS, Basic Python",4.5
"Education: Bachelors of Computer Science at University of Sargodha, Experience: Worked for 4 years at Devsinc, GPA: 3.23, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: MS in Computer Science at Virtual University, Experience: Worked for 5 years at NETSOL, GPA: 2.96, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: MS in Computer Science at Bahauddin Zakariya University, Experience: Worked for 2 years at Freelance projects, GPA: 2.12, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",4.5
"Education: BS in Data Science at LUMS, Experience: Worked for 3 years at Freelance projects, GPA: 2.59, Skills: Java, Python, Data Science Basics",6.5
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.18, Skills: R, Statistics, Data Cleaning, Excel",3.5
"Education: BS in Data Science at PIEAS, Experience: Worked for 2 years at NETSOL, GPA: 3.39, Skills: Java, Python, Data Science Basics",6.0
"Education: BS in Data Science at UET Lahore, Experience: Worked for 5 years at Techlogix, GPA: 2.98, Skills: Java, Python, Data Science Basics",6.5
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.11, Skills: C++, Basic Java",4.0
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 7 years at Contour Software, GPA: 3.78, Skills: R, Statistics, Data Cleaning, Excel",8.0
"Education: BS in Data Science at GIKI, Experience: Worked for 0 years at ABC Soft, GPA: 2.1, Skills: Python, Data Analysis, SQL, Machine Learning",4.5
"Education: MS in Data Science at Comsats, Experience: Worked for 0 years at Freelance projects, GPA: 3.9, Skills: C++, Basic Java",4.5
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 3 years at NETSOL, GPA: 3.94, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: Bachelors of Software Engineering at Punjab University, Experience: Worked for 3 years at XYZ Technologies, GPA: 2.77, Skills: Java, Python, Data Science Basics",5.5
"Education: MS in Data Science at University of Sargodha, Experience: Worked for 0 years at Freelance projects, GPA: 3.97, Skills: R, Statistics, Data Cleaning, Excel",4.0
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 4 years at Careem, GPA: 2.3, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.5
"Education: MS in Data Science at Punjab University, Experience: Worked for 8 years at Contour Software, GPA: 2.73, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: BS in Data Science at FAST, Experience: Worked for 1 years at ABC Soft, GPA: 3.63, Skills: MS Office, Internet Browsing",5.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 6 years at Contour Software, GPA: 2.44, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: BS in Data Science at Bahauddin Zakariya University, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.05, Skills: Java, Python, Data Science Basics",4.0
"Education: MS in Data Science at Air University, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.94, Skills: MS Office, Internet Browsing",3.0
"Education: BS in Data Science at LUMS, Experience: Worked for 7 years at Careem, GPA: 3.24, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 0 years at ABC Soft, GPA: 3.03, Skills: Java, Python, Data Science Basics",5.0
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 7 years at Systems Limited, GPA: 3.59, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: MS in Computer Science at LUMS, Experience: Worked for 2 years at XYZ Technologies, GPA: 3.16, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: Bachelors of Software Engineering at UET Lahore, Experience: Worked for 0 years at Freelance projects, GPA: 3.73, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 6 years at 10Pearls, GPA: 2.35, Skills: Java, Python, Data Science Basics",6.5
"Education: BS in Data Science at NUST, Experience: Worked for 6 years at Careem, GPA: 3.67, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at SZABIST, Experience: Worked for 1 years at XYZ Technologies, GPA: 3.77, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: BS in Data Science at LUMS, Experience: Worked for 1 years at Freelance projects, GPA: 3.95, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 4 years at Devsinc, GPA: 2.24, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: MS in Computer Science at Air University, Experience: Worked for 8 years at Devsinc, GPA: 2.08, Skills: Java, Python, Data Science Basics",6.5
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 7 years at Tkxel, GPA: 2.91, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: BS in Data Science at Punjab University, Experience: Worked for 7 years at Tkxel, GPA: 2.96, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: Bachelors of Artificial Intelligence at PIEAS, Experience: Worked for 5 years at Contour Software, GPA: 3.52, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",9.0
"Education: MS in Computer Science at LUMS, Experience: Worked for 3 years at ABC Soft, GPA: 2.29, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.33, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: Bachelors of Software Engineering at Bahauddin Zakariya University, Experience: Worked for 6 years at Careem, GPA: 2.46, Skills: Java, Python, Data Science Basics",5.5
"Education: Bachelors of Computer Science at University of Sargodha, Experience: Worked for 6 years at Contour Software, GPA: 2.2, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 8 years at Tkxel, GPA: 2.74, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: MS in Data Science at NUST, Experience: Worked for 8 years at Systems Limited, GPA: 2.96, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: MS in Data Science at LUMS, Experience: Worked for 5 years at Careem, GPA: 3.55, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at Air University, Experience: Worked for 3 years at Techlogix, GPA: 3.81, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: BS in Data Science at Air University, Experience: Worked for 4 years at 10Pearls, GPA: 2.3, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",6.5
"Education: MS in Computer Science at Air University, Experience: Worked for 2 years at Tkxel, GPA: 2.08, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: MS in Computer Science at FAST, Experience: Worked for 3 years at Freelance projects, GPA: 3.16, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: BS in Data Science at NUST, Experience: Worked for 1 years at Freelance projects, GPA: 3.38, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 6 years at NETSOL, GPA: 2.63, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 2 years at Local IT Solutions, GPA: 2.44, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 1 years at Freelance projects, GPA: 2.8, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: BS in Data Science at Comsats, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.91, Skills: Java, Python, Data Science Basics",3.5
"Education: MS in Data Science at Air University, Experience: Worked for 0 years at Local IT Solutions, GPA: 3.47, Skills: Python, Data Analysis, SQL, Machine Learning",4.0
"Education: Bachelors of Computer Science at Virtual University, Experience: Worked for 1 years at Freelance projects, GPA: 3.09, Skills: C++, Basic Java",3.5
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 3 years at Local IT Solutions, GPA: 3.06, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 8 years at Careem, GPA: 2.49, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: MS in Data Science at FAST, Experience: Worked for 0 years at Freelance projects, GPA: 2.49, Skills: MS Office, Internet Browsing",4.0
"Education: BS in Data Science at SZABIST, Experience: Worked for 0 years at Freelance projects, GPA: 2.98, Skills: MS Office, Internet Browsing",3.0
"Education: BS in Data Science at Air University, Experience: Worked for 2 years at Contour Software, GPA: 3.41, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: BS in Data Science at LUMS, Experience: Worked for 7 years at NETSOL, GPA: 2.45, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: Bachelors of Software Engineering at University of Sargodha, Experience: Worked for 2 years at ABC Soft, GPA: 2.57, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",4.5
"Education: Bachelors of Computer Science at UET Lahore, Experience: Worked for 1 years at ABC Soft, GPA: 3.18, Skills: Java, Python, Data Science Basics",5.0
"Education: MS in Computer Science at Punjab University, Experience: Worked for 4 years at 10Pearls, GPA: 2.11, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: MS in Data Science at PIEAS, Experience: Worked for 8 years at Systems Limited, GPA: 2.6, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Software Engineering at UET Lahore, Experience: Worked for 0 years at Local IT Solutions, GPA: 2.32, Skills: Python, Data Analysis, SQL, Machine Learning",3.5
"Education: BS in Data Science at FAST, Experience: Worked for 7 years at Afiniti, GPA: 2.39, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: BS in Data Science at University of Sargodha, Experience: Worked for 3 years at Freelance projects, GPA: 3.29, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",6.0
"Education: MS in Computer Science at Comsats, Experience: Worked for 5 years at Contour Software, GPA: 3.82, Skills: Python, Data Analysis, SQL, Machine Learning",8.0
"Education: BS in Data Science at Virtual University, Experience: Worked for 5 years at Contour Software, GPA: 3.29, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.0
"Education: MS in Data Science at UET Lahore, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.48, Skills: R, Statistics, Data Cleaning, Excel",3.5
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 5 years at 10Pearls, GPA: 3.65, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 3 years at ABC Soft, GPA: 2.31, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.5
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 1 years at ABC Soft, GPA: 2.41, Skills: C++, Basic Java",3.0
"Education: MS in Computer Science at Virtual University, Experience: Worked for 6 years at 10Pearls, GPA: 3.03, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 6 years at Tkxel, GPA: 3.17, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: BS in Data Science at PIEAS, Experience: Worked for 5 years at Tkxel, GPA: 2.65, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 7 years at Contour Software, GPA: 3.74, Skills: R, Statistics, Data Cleaning, Excel",8.0
"Education: MS in Data Science at Air University, Experience: Worked for 3 years at Contour Software, GPA: 2.23, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Computer Science at Preston University, Experience: Worked for 0 years at Freelance projects, GPA: 2.06, Skills: Java, Python, Data Science Basics",2.5
"Education: Bachelors of Software Engineering at Comsats, Experience: Worked for 0 years at ABC Soft, GPA: 3.86, Skills: Java, Python, Data Science Basics",5.0
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.64, Skills: HTML, CSS, Basic Python",5.5
"Education: Bachelors of Software Engineering at UET Lahore, Experience: Worked for 4 years at Tkxel, GPA: 2.38, Skills: Python, Data Analysis, SQL, Machine Learning",5.5
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 4 years at Afiniti, GPA: 3.61, Skills: R, Statistics, Data Cleaning, Excel",6.0
"Education: MS in Computer Science at Punjab University, Experience: Worked for 0 years at ABC Soft, GPA: 3.26, Skills: MS Office, Internet Browsing",3.5
"Education: MS in Computer Science at PIEAS, Experience: Worked for 5 years at NETSOL, GPA: 3.59, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Artificial Intelligence at Punjab University, Experience: Worked for 4 years at Systems Limited, GPA: 3.55, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.0
"Education: MS in Computer Science at Air University, Experience: Worked for 6 years at NETSOL, GPA: 2.89, Skills: Java, Python, Data Science Basics",6.5
"Education: Bachelors of Computer Science at Air University, Experience: Worked for 7 years at Techlogix, GPA: 3.39, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: Bachelors of Computer Science at LUMS, Experience: Worked for 1 years at Freelance projects, GPA: 2.94, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Software Engineering at Preston University, Experience: Worked for 7 years at Afiniti, GPA: 2.32, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: Bachelors of Artificial Intelligence at Virtual University, Experience: Worked for 1 years at ABC Soft, GPA: 3.68, Skills: MS Office, Internet Browsing",3.5
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 1 years at ABC Soft, GPA: 2.42, Skills: MS Office, Internet Browsing",5.0
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 7 years at Systems Limited, GPA: 3.86, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Artificial Intelligence at Virtual University, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.75, Skills: Java, Python, Data Science Basics",2.5
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 8 years at Contour Software, GPA: 3.36, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 0 years at Freelance projects, GPA: 3.87, Skills: MS Office, Internet Browsing",4.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 7 years at Tkxel, GPA: 2.34, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",7.5
"Education: MS in Computer Science at Punjab University, Experience: Worked for 6 years at Careem, GPA: 3.65, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 4 years at Contour Software, GPA: 3.17, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: BS in Data Science at PIEAS, Experience: Worked for 0 years at ABC Soft, GPA: 3.29, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: MS in Computer Science at FAST, Experience: Worked for 2 years at Contour Software, GPA: 3.39, Skills: Java, Python, Data Science Basics",6.0
"Education: MS in Computer Science at Comsats, Experience: Worked for 6 years at Devsinc, GPA: 3.27, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 5 years at Systems Limited, GPA: 3.39, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: BS in Data Science at Preston University, Experience: Worked for 6 years at Careem, GPA: 3.73, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 6 years at Careem, GPA: 2.07, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: Bachelors of Artificial Intelligence at GIKI, Experience: Worked for 0 years at Local IT Solutions, GPA: 3.47, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: MS in Data Science at SZABIST, Experience: Worked for 5 years at Techlogix, GPA: 2.26, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: BS in Data Science at GIKI, Experience: Worked for 5 years at NETSOL, GPA: 3.64, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Artificial Intelligence at University of Sargodha, Experience: Worked for 2 years at NETSOL, GPA: 3.04, Skills: Java, Python, Data Science Basics",4.0
"Education: MS in Data Science at University of Sargodha, Experience: Worked for 2 years at ABC Soft, GPA: 3.39, Skills: Java, Python, Data Science Basics",4.0
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 4 years at Techlogix, GPA: 2.43, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 1 years at XYZ Technologies, GPA: 3.96, Skills: MS Office, Internet Browsing",5.5
"Education: Bachelors of Software Engineering at Punjab University, Experience: Worked for 0 years at ABC Soft, GPA: 3.4, Skills: Python, Data Analysis, SQL, Machine Learning",4.0
"Education: MS in Computer Science at Punjab University, Experience: Worked for 8 years at NETSOL, GPA: 2.04, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",7.5
"Education: Bachelors of Software Engineering at Preston University, Experience: Worked for 5 years at Techlogix, GPA: 3.62, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: Bachelors of Software Engineering at Punjab University, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.43, Skills: C++, Basic Java",4.5
"Education: BS in Data Science at NUST, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.54, Skills: MS Office, Internet Browsing",5.5
"Education: Bachelors of Software Engineering at NUST, Experience: Worked for 8 years at Techlogix, GPA: 2.02, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: BS in Data Science at NUST, Experience: Worked for 8 years at Contour Software, GPA: 3.02, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 6 years at Devsinc, GPA: 2.54, Skills: Java, Python, Data Science Basics",6.5
"Education: MS in Data Science at Punjab University, Experience: Worked for 7 years at Tkxel, GPA: 2.16, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: BS in Data Science at NUST, Experience: Worked for 7 years at Systems Limited, GPA: 3.17, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: Bachelors of Artificial Intelligence at Comsats, Experience: Worked for 6 years at Tkxel, GPA: 3.29, Skills: Java, Python, Data Science Basics",7.0
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 5 years at Afiniti, GPA: 2.89, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: MS in Data Science at Comsats, Experience: Worked for 6 years at Devsinc, GPA: 3.16, Skills: Python, Data Analysis, SQL, Machine Learning",7.0
"Education: Bachelors of Software Engineering at Air University, Experience: Worked for 5 years at Techlogix, GPA: 2.47, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: Bachelors of Artificial Intelligence at LUMS, Experience: Worked for 3 years at Local IT Solutions, GPA: 3.74, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",9.0
"Education: BS in Data Science at UET Lahore, Experience: Worked for 2 years at Freelance projects, GPA: 2.13, Skills: Java, Python, Data Science Basics",4.5
"Education: Bachelors of Software Engineering at FAST, Experience: Worked for 2 years at NETSOL, GPA: 3.98, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: Bachelors of Artificial Intelligence at SZABIST, Experience: Worked for 3 years at Techlogix, GPA: 3.46, Skills: Java, Python, Data Science Basics",6.0
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 5 years at Devsinc, GPA: 2.69, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: BS in Data Science at SZABIST, Experience: Worked for 1 years at Local IT Solutions, GPA: 2.71, Skills: HTML, CSS, Basic Python",4.0
"Education: Bachelors of Computer Science at PIEAS, Experience: Worked for 8 years at Tkxel, GPA: 2.37, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: Bachelors of Artificial Intelligence at NUST, Experience: Worked for 3 years at NETSOL, GPA: 3.37, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.0
"Education: MS in Computer Science at PIEAS, Experience: Worked for 5 years at Tkxel, GPA: 2.2, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.5
"Education: Bachelors of Software Engineering at Air University, Experience: Worked for 3 years at Local IT Solutions, GPA: 2.21, Skills: Java, Python, Data Science Basics",5.5
"Education: MS in Computer Science at Air University, Experience: Worked for 6 years at Tkxel, GPA: 2.97, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",7.5
"Education: Bachelors of Software Engineering at PIEAS, Experience: Worked for 3 years at Tkxel, GPA: 2.34, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: BS in Data Science at Air University, Experience: Worked for 2 years at Tkxel, GPA: 3.7, Skills: Python, Data Analysis, SQL, Machine Learning",6.0
"Education: MS in Computer Science at LUMS, Experience: Worked for 0 years at ABC Soft, GPA: 2.21, Skills: HTML, CSS, Basic Python",4.0
"Education: Bachelors of Computer Science at Comsats, Experience: Worked for 2 years at Local IT Solutions, GPA: 3.45, Skills: Python, Data Analysis, SQL, Machine Learning",5.0
"Education: MS in Computer Science at Virtual University, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.34, Skills: Java, Python, Data Science Basics",2.5
"Education: Bachelors of Computer Science at FAST, Experience: Worked for 6 years at Contour Software, GPA: 2.3, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 1 years at ABC Soft, GPA: 2.23, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: Bachelors of Software Engineering at Preston University, Experience: Worked for 3 years at NETSOL, GPA: 3.21, Skills: Java, Python, Data Science Basics",5.0
"Education: MS in Computer Science at Punjab University, Experience: Worked for 7 years at 10Pearls, GPA: 3.61, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: BS in Data Science at Air University, Experience: Worked for 6 years at Systems Limited, GPA: 2.7, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
"Education: MS in Data Science at Virtual University, Experience: Worked for 5 years at Tkxel, GPA: 3.95, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: Bachelors of Software Engineering at GIKI, Experience: Worked for 5 years at Systems Limited, GPA: 3.27, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",9.0
"Education: Bachelors of Computer Science at SZABIST, Experience: Worked for 0 years at XYZ Technologies, GPA: 3.02, Skills: C++, Basic Java",3.5
"Education: Bachelors of Computer Science at NUST, Experience: Worked for 7 years at Devsinc, GPA: 3.83, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",10.0
"Education: MS in Computer Science at PIEAS, Experience: Worked for 3 years at XYZ Technologies, GPA: 3.39, Skills: Python, PyTorch, Scikit-learn, Data Analysis, AI Model Deployment",8.0
"Education: MS in Computer Science at FAST, Experience: Worked for 3 years at ABC Soft, GPA: 3.85, Skills: Python, Data Analysis, SQL, Machine Learning",8.0
"Education: Bachelors of Artificial Intelligence at Preston University, Experience: Worked for 5 years at Devsinc, GPA: 3.85, Skills: R, Statistics, Data Cleaning, Excel",7.0
"Education: BS in Data Science at LUMS, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.62, Skills: R, Statistics, Data Cleaning, Excel",4.5
"Education: Bachelors of Software Engineering at SZABIST, Experience: Worked for 1 years at XYZ Technologies, GPA: 2.62, Skills: MS Office, Internet Browsing",4.0
"Education: MS in Data Science at UET Lahore, Experience: Worked for 3 years at NETSOL, GPA: 2.42, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",6.5
"Education: Bachelors of Artificial Intelligence at FAST, Experience: Worked for 1 years at Freelance projects, GPA: 2.49, Skills: MS Office, Internet Browsing",5.0
"Education: Bachelors of Artificial Intelligence at LUMS, Experience: Worked for 5 years at Contour Software, GPA: 3.8, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",10.0
"Education: BS in Data Science at PIEAS, Experience: Worked for 8 years at Systems Limited, GPA: 2.65, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: Bachelors of Software Engineering at Punjab University, Experience: Worked for 0 years at XYZ Technologies, GPA: 2.34, Skills: C++, Basic Java",3.0
"Education: Bachelors of Software Engineering at GIKI, Experience: Worked for 5 years at Afiniti, GPA: 2.53, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.5
"Education: BS in Data Science at PIEAS, Experience: Worked for 2 years at Tkxel, GPA: 2.79, Skills: Java, Python, Data Science Basics",5.5
"Education: Bachelors of Computer Science at Punjab University, Experience: Worked for 1 years at Local IT Solutions, GPA: 3.62, Skills: HTML, CSS, Basic Python",4.5
"Education: MS in Computer Science at Comsats, Experience: Worked for 2 years at Tkxel, GPA: 3.68, Skills: R, Statistics, Data Cleaning, Excel",5.0
"Education: MS in Computer Science at UET Lahore, Experience: Worked for 3 years at NETSOL, GPA: 2.92, Skills: R, Statistics, Data Cleaning, Excel",5.5
"Education: MS in Data Science at PIEAS, Experience: Worked for 6 years at Devsinc, GPA: 2.27, Skills: Machine Learning, Deep Learning, Reinforcement Learning, TensorFlow, Python",8.5
"Education: Bachelors of Artificial Intelligence at UET Lahore, Experience: Worked for 8 years at NETSOL, GPA: 3.43, Skills: Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, NLP, Computer Vision",8.0
"Education: Bachelors of Artificial Intelligence at UET Lahore, Experience: Worked for 8 years at Devsinc, GPA: 2.34, Skills: Python, Data Analysis, SQL, Machine Learning",6.5
